method	path	controller	authentication	tenant_scope_evidence	authorization_evidence	mapping_conditions	deprecated	version	owner	usage	eol
OPTIONS	/api/deals/{id}/close	ooo.klae.connex.backend.controllers.DealController#closeDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#close:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/collaborators	ooo.klae.connex.backend.controllers.DealController#getCollaborators	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getCollaborators:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/collaborators	ooo.klae.connex.backend.controllers.DealController#replaceCollaborators	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#replaceCollaborators:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/custom-fields	ooo.klae.connex.backend.controllers.DealController#getCustomFieldsForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getCustomFields:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/custom-fields	ooo.klae.connex.backend.controllers.DealController#updateCustomFieldsForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#updateCustomFields:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/custom-fields/{definitionId}	ooo.klae.connex.backend.controllers.DealController#updateCustomFieldForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#updateCustomField:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/evaluation	ooo.klae.connex.backend.controllers.DealController#updateEvaluation	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#updateRiskExcluded:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/move	ooo.klae.connex.backend.controllers.DealController#moveDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#move:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/name	ooo.klae.connex.backend.controllers.DealController#updateDealName	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#updateName:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/notes	ooo.klae.connex.backend.controllers.DealController#getNotesForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getNotesByDealId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/owner	ooo.klae.connex.backend.controllers.DealController#updateOwner	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#updateOwner:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/people	ooo.klae.connex.backend.controllers.DealController#getPeopleForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getPeopleByDealId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/people	ooo.klae.connex.backend.controllers.DealController#replacePeopleForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#replacePeople:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/people/{personId}	ooo.klae.connex.backend.controllers.DealController#addPersonToDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#addPerson:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/people/{personId}	ooo.klae.connex.backend.controllers.DealController#removePersonFromDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#removePerson:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/people/{personId}	ooo.klae.connex.backend.controllers.DealController#updatePersonRoleOnDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#updatePersonRole:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/rationale	ooo.klae.connex.backend.controllers.DealController#rationale	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	AiGenerationAdapterService#startDealRationale:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/reopen	ooo.klae.connex.backend.controllers.DealController#reopenDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#reopen:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/reschedule	ooo.klae.connex.backend.controllers.DealController#rescheduleDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#reschedule:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/risk	ooo.klae.connex.backend.controllers.DealController#getDealRisk	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealRiskService#assessDeal:domain authorization; WorkspaceService#getCurrentWorkspaceId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/stage-history	ooo.klae.connex.backend.controllers.DealController#getStageHistory	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getStageHistory:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/summary	ooo.klae.connex.backend.controllers.DealController#getDealSummary	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getDealSummary:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/tags	ooo.klae.connex.backend.controllers.DealController#getTagsForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getTagsByDealId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/tags	ooo.klae.connex.backend.controllers.DealController#replaceTagsForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#replaceTags:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/tags/{tagId}	ooo.klae.connex.backend.controllers.DealController#addTagToDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#addTag:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/tags/{tagId}	ooo.klae.connex.backend.controllers.DealController#removeTagFromDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#removeTag:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/tasks	ooo.klae.connex.backend.controllers.DealController#getTasksForDeal	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#getTasksByDealId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/deals/{id}/value	ooo.klae.connex.backend.controllers.DealController#updateDealValue	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealService#updateValue:DEAL_UPDATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/connectors	ooo.klae.connex.backend.controllers.ConnectorConfigController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ConnectorConfigService#list:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/connectors	ooo.klae.connex.backend.controllers.ConnectorConfigController#save	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ConnectorConfigService#save:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/connectors/{connector}	ooo.klae.connex.backend.controllers.ConnectorConfigController#delete	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ConnectorConfigService#delete:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/providers	ooo.klae.connex.backend.controllers.DeliveryProviderConfigController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryProviderConfigService#list:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/providers	ooo.klae.connex.backend.controllers.DeliveryProviderConfigController#save	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryProviderConfigService#save:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/providers/{channel}	ooo.klae.connex.backend.controllers.DeliveryProviderConfigController#delete	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryProviderConfigService#delete:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/providers/{channel}/webhook-token	ooo.klae.connex.backend.controllers.DeliveryProviderConfigController#issueWebhookToken	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryProviderConfigService#issueWebhookToken:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/unsubscribe	ooo.klae.connex.backend.controllers.DeliveryUnsubscribeController#preview	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryUnsubscribeService#preview:domain authorization; OneTimeLinkFlowService#requireFlow:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/unsubscribe	ooo.klae.connex.backend.controllers.DeliveryUnsubscribeController#unsubscribe	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryUnsubscribeService#unsubscribe:domain authorization; OneTimeLinkFlowService#requireBoundFlow:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/unsubscribe/exchange	ooo.klae.connex.backend.controllers.DeliveryUnsubscribeController#exchange	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryUnsubscribeService#exchange:domain authorization; OneTimeLinkFlowCookie#set:domain authorization; OneTimeLinkFlowService#issue:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/delivery/webhooks/{provider}/{token}	ooo.klae.connex.backend.controllers.DeliveryWebhookController#ingest	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	DeliveryWebhookService#ingest:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/disqualification-reasons	ooo.klae.connex.backend.controllers.DisqualificationReasonController#create	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DisqualificationReasonService#create:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/disqualification-reasons	ooo.klae.connex.backend.controllers.DisqualificationReasonController#getReasons	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DisqualificationReasonService#getActive:domain authorization; DisqualificationReasonService#getAll:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/disqualification-reasons/{id}	ooo.klae.connex.backend.controllers.DisqualificationReasonController#archive	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DisqualificationReasonService#archive:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/disqualification-reasons/{id}	ooo.klae.connex.backend.controllers.DisqualificationReasonController#update	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DisqualificationReasonService#update:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/disqualification-reasons/{id}/restore	ooo.klae.connex.backend.controllers.DisqualificationReasonController#restore	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DisqualificationReasonService#restore:WORKSPACE_SETTINGS	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-acceptance	ooo.klae.connex.backend.controllers.DocumentAcceptanceController#preview	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	ClientIpResolver#resolve:domain authorization; DocumentAcceptanceService#admitGrant:domain authorization; DocumentAcceptanceService#preview:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-acceptance/accept	ooo.klae.connex.backend.controllers.DocumentAcceptanceController#accept	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	ClientIpResolver#resolve:domain authorization; DocumentAcceptanceService#accept:domain authorization; DocumentAcceptanceService#admitGrant:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-acceptance/decline	ooo.klae.connex.backend.controllers.DocumentAcceptanceController#decline	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	ClientIpResolver#resolve:domain authorization; DocumentAcceptanceService#admitGrant:domain authorization; DocumentAcceptanceService#decline:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-acceptance/exchange	ooo.klae.connex.backend.controllers.DocumentAcceptanceController#exchange	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	ClientIpResolver#resolve:domain authorization; DocumentAcceptanceService#exchange:domain authorization; OneTimeLinkFlowCookie#set:domain authorization; OneTimeLinkFlowService#issueRouted:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-acceptance/viewed	ooo.klae.connex.backend.controllers.DocumentAcceptanceController#markViewed	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	ClientIpResolver#resolve:domain authorization; DocumentAcceptanceService#admitGrant:domain authorization; DocumentAcceptanceService#markViewed:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-signature/webhooks/{provider}	ooo.klae.connex.backend.controllers.DocumentSignatureWebhookController#ingest	permitAll	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentSignatureWebhookService#ingest:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-templates	ooo.klae.connex.backend.controllers.DocumentTemplateController#create	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentTemplateService#create:DOCUMENT_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-templates	ooo.klae.connex.backend.controllers.DocumentTemplateController#getAll	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentTemplateService#getAll:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-templates/{id}	ooo.klae.connex.backend.controllers.DocumentTemplateController#delete	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentTemplateService#delete:DOCUMENT_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-templates/{id}	ooo.klae.connex.backend.controllers.DocumentTemplateController#getById	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentTemplateService#getById:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/document-templates/{id}	ooo.klae.connex.backend.controllers.DocumentTemplateController#update	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DocumentTemplateService#update:DOCUMENT_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/documents	ooo.klae.connex.backend.controllers.GeneratedDocumentController#getDocumentsPage	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DealDocumentService#getWorkspacePage:domain authorization; MemberScopeResolver#resolve:domain authorization; WorkspaceService#getCurrentUserId:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/duplicate-preflight/companies	ooo.klae.connex.backend.controllers.DuplicatePreflightController#companies	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	COMPANY_CREATE; DuplicatePreflightService#preflightCompany:COMPANY_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/duplicate-preflight/deals	ooo.klae.connex.backend.controllers.DuplicatePreflightController#deals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DEAL_CREATE; DuplicatePreflightService#preflightDeal:DEAL_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/duplicate-preflight/persons	ooo.klae.connex.backend.controllers.DuplicatePreflightController#persons	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DuplicatePreflightService#preflightPerson:PERSON_CREATE; PERSON_CREATE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/duplicate-reviews	ooo.klae.connex.backend.controllers.DuplicateReviewController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DuplicateReviewService#list:REPORT_READ; REPORT_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/duplicate-reviews/dismiss	ooo.klae.connex.backend.controllers.DuplicateReviewController#dismiss	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DuplicateReviewService#dismiss:REPORT_READ; REPORT_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/duplicate-reviews/reopen	ooo.klae.connex.backend.controllers.DuplicateReviewController#reopen	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DuplicateReviewService#reopen:REPORT_READ; REPORT_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/duplicate-reviews/summary	ooo.klae.connex.backend.controllers.DuplicateReviewController#summary	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	DuplicateReviewService#summary:REPORT_READ; REPORT_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/exports/companies	ooo.klae.connex.backend.controllers.ExportController#exportCompanies	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ExportService#exportCompanies:domain authorization; WarmthFilterResolver#resolve:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/exports/deals	ooo.klae.connex.backend.controllers.ExportController#exportDeals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ExportService#exportDeals:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/exports/deals/segment	ooo.klae.connex.backend.controllers.ExportController#exportSegmentDeals	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ExportService#exportSegmentDeals:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/exports/persons	ooo.klae.connex.backend.controllers.ExportController#exportPersons	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ExportService#exportPersons:domain authorization; WarmthFilterResolver#resolve:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/exports/products	ooo.klae.connex.backend.controllers.ExportController#exportProducts	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	ExportService#exportProducts:domain authorization	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/goals	ooo.klae.connex.backend.controllers.GoalController#create	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	GOAL_MANAGE; GoalService#create:GOAL_MANAGE	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
OPTIONS	/api/goals	ooo.klae.connex.backend.controllers.GoalController#list	authenticated	MVC workspace resolution attempted for authenticated User; effective scope delegated	GOAL_READ; GoalService#list:GOAL_READ	params=[];headers=[];version=;consumes=[];produces=[] / params=[];headers=[];version=;consumes=[];produces=[]	false	unversioned	Backend maintainers	not measured; see API_SURFACE.md	not scheduled
